item_id,name,category,is_breakfast,is_drink,serving_weight_grams,calories,fat_calories,total_fat,saturated_fat,trans_fat,polyunsaturated_fat,monounsaturated_fat,cholesterol,sodium,total_carb,fibers,sugars,protein
166711,Breakfast Crunchwrap - Bacon,INM Breakfast,1,0,206.95,667.74,319.11,40.3,13.23,0.2,10.33,15.77,140.53,1303.32,52.07,3.77,2.71,20.65
166712,Breakfast California Crunchwrap - Bacon,INM Breakfast,1,0,229.63,635.45,292.77,37.7,12.37,0.21,8.29,16.37,137.04,1331.73,53.29,4.64,2.96,20.85
166715,Breakfast Crunchwrap - Steak,INM Breakfast,1,0,229.63,664.04,298.31,37.99,12.5,0.2,9.72,14.75,145.86,1348.98,53.09,3.89,3.16,23.9
166716,Bean Burrito,Veggie Cravings,0,0,189.9,359.97,81.42,10.4,4.27,0.05,4.01,1.94,7.08,1084.4,53.76,8.49,3.11,12.88
166718,Beefy 5-Layer Burrito,Burritos,0,0,222.54,490.89,156.59,18.14,7.56,0.26,4.75,5.19,27.91,1288.97,64.6,7.36,4.1,17.32
166722,Black Beans & Rice,Veggie Cravings,0,0,116.23,157.62,41.03,4.56,0.42,0.0,1.07,3.06,0.0,368.23,24.97,4.95,0.65,4.18
166727,Burrito Supreme&reg; - Beef,INM Burritos,0,0,232.47,393.0,119.85,14.1,6.52,0.26,3.34,3.74,27.51,1164.48,51.09,7.45,3.96,15.68
166728,Burrito Supreme&reg; - Chicken,INM Burritos,0,0,229.63,369.47,92.05,11.01,5.03,0.09,3.31,2.32,37.58,1156.58,48.7,6.11,3.96,19.13
166729,Fresco Burrito Supreme&reg; - Chicken,Fresco Menu (OLD),0,0,208.37,323.58,61.38,7.65,2.75,0.0,3.19,1.53,26.84,1098.58,46.77,5.9,3.42,17.15
166730,Burrito Supreme&reg; - Steak,INM Burritos,0,0,226.8,379.88,103.18,12.25,5.65,0.09,3.2,3.01,31.8,1177.23,49.09,5.92,4.66,18.57
166731,Fresco Burrito Supreme&reg; - Steak,Fresco Menu (OLD),0,0,205.53,333.99,72.5,8.89,3.37,0.0,3.08,2.22,21.06,1119.24,47.16,5.71,4.12,16.59
166734,Veggie Bowl,Veggie Cravings,0,0,294.83,414.82,179.39,20.13,5.66,0.17,4.93,9.05,20.25,847.66,46.77,11.16,3.13,11.94
166739,Chalupa Supreme&reg; - Beef,INM Tacos,0,0,146.0,355.0,181.18,20.11,5.39,0.26,4.11,9.99,25.99,577.81,31.45,4.26,3.44,12.26
166740,Chalupa Supreme&reg; - Chicken,INM Tacos,0,0,143.16,331.47,153.38,17.02,3.89,0.09,4.08,8.57,36.06,569.9,29.07,2.91,3.44,15.71
166741,Chalupa Supreme&reg; - Steak,INM Tacos,0,0,140.33,341.88,164.5,18.25,4.51,0.09,3.97,9.27,30.28,590.56,29.45,2.72,4.14,15.15
166742,Cheese Quesadilla,Veggie Cravings,0,0,138.91,469.11,219.86,24.46,12.94,0.36,5.52,4.55,48.0,995.96,40.53,2.64,3.38,18.17
166743,Cheesy Roll Up,Veggie Cravings,0,0,56.7,179.27,77.59,8.63,5.54,0.17,1.06,1.49,22.25,431.52,16.91,1.06,1.3,8.48
166744,Cheesy Bean & Rice Burrito,Veggie Cravings,0,0,181.44,421.26,143.89,16.62,4.27,0.01,6.94,4.83,3.94,941.62,54.9,5.61,3.29,9.48
166751,Cheesy Fiesta Potatoes (V),Sides & Sweets,0,0,119.07,238.4,114.74,12.59,1.77,0.04,2.49,7.93,4.1,522.21,28.11,2.56,1.0,3.07
166754,Cool Ranch&reg; Doritos&reg; Cheesy Gordita Crunch,Test Items,0,0,174.35,494.1,253.01,27.69,10.54,0.43,7.84,6.02,52.79,910.67,41.77,4.52,4.64,19.54
166758,Quesadilla - Chicken,INM Quesadillas,0,0,178.6,513.93,229.27,25.5,13.31,0.36,5.74,4.97,74.78,1250.09,41.16,2.95,3.38,26.39
166759,Soft Taco - Chicken,INM Tacos,0,0,89.3,159.57,46.5,5.23,2.69,0.05,1.11,1.25,33.81,496.27,16.06,1.32,1.08,12.17
166761,Chips and Guacamole,Side Portions - Hidden,0,0,76.54,245.78,140.99,16.15,2.13,0.05,4.24,9.85,0.0,236.83,22.47,3.71,1.03,2.71
166763,Chips and Nacho Cheese Sauce (V),Nachos,0,0,70.87,219.55,118.65,12.77,1.26,0.0,3.43,8.01,0.75,283.33,23.66,2.0,1.27,2.56
166765,Cinnabon&reg; Delights&trade; (12 Pack - Serves 4),Veggie Cravings,0,0,207.52,1007.38,612.41,68.05,22.14,0.0,10.38,35.49,39.01,433.86,87.95,4.77,51.92,10.79
166766,Cinnabon&reg; Delights&trade; (2 Pack),Veggie Cravings,0,0,34.59,167.9,102.07,11.34,3.69,0.0,1.73,5.91,6.5,72.31,14.66,0.8,8.65,1.8
166768,Cinnamon Twists (V),Sides & Sweets,0,0,35.44,166.83,54.7,6.08,0.57,0.0,0.75,4.75,0.0,115.4,26.69,0.56,9.79,1.35
166771,Crunchwrap Supreme&reg;,Specialties,0,0,257.89,534.82,181.26,20.22,6.63,0.22,6.36,6.45,21.29,1215.05,73.07,5.81,5.58,15.44
166772,Crunchy Taco,Tacos,0,0,77.96,166.1,86.05,9.37,3.82,0.22,2.1,3.16,23.71,309.7,13.16,3.1,0.45,7.37
166774,Crunchy Taco Supreme&reg;,Tacos,0,0,106.31,187.0,97.26,10.62,4.61,0.26,2.15,3.45,27.44,323.54,15.16,3.32,1.37,7.9
166779,Nacho Cheese Doritos&reg; Locos Taco Supreme&reg;,Tacos,0,0,106.31,187.41,96.35,10.75,4.69,0.26,2.1,3.5,27.71,383.04,14.91,3.19,1.48,7.96
166781,Nacho Cheese Doritos&reg; Locos Taco,Tacos,0,0,77.96,166.51,85.13,9.5,3.91,0.22,2.06,3.21,23.98,369.2,12.92,2.97,0.57,7.43
166795,Fresco Soft Taco - Steak,Fresco Menu (OLD),0,0,93.55,145.01,38.16,4.35,1.82,0.0,0.93,1.44,21.02,472.77,16.51,1.14,2.16,10.15
166804,Mexican Pizza,Specialties,0,0,212.62,531.44,249.4,28.18,8.4,0.35,5.94,13.17,38.92,1009.56,50.32,7.94,3.07,19.23
166811,Doritos&reg; Cheesy Gordita Crunch - Nacho Cheese,Tacos,0,0,174.35,494.54,254.09,27.9,10.63,0.42,9.58,6.88,53.06,904.59,41.33,4.78,4.45,19.62
166812,Nachos BellGrande&reg;,Nachos,0,0,300.5,734.65,343.23,38.54,6.33,0.22,10.07,21.88,21.55,1184.56,80.46,13.27,3.91,16.8
166816,Pintos N Cheese,Veggie Cravings,0,0,121.9,172.15,50.59,6.71,3.17,0.09,2.1,1.24,11.11,687.28,18.97,6.75,1.08,8.97
166835,Soft Taco,Tacos,0,0,92.14,183.1,74.3,8.32,4.18,0.22,1.14,2.68,23.74,504.18,18.44,2.67,1.08,8.71
166837,Soft Taco Supreme&reg;,Tacos,0,0,120.49,204.01,85.52,9.56,4.97,0.26,1.19,2.96,27.47,518.02,20.44,2.88,2.0,9.25
166840,Spicy Potato Soft Taco,Veggie Cravings,0,0,97.81,240.42,108.18,12.08,3.2,0.06,3.72,4.78,10.26,472.06,27.78,2.24,1.14,5.19
166846,Quesadilla - Steak,INM Quesadillas,0,0,175.77,524.34,240.39,26.74,13.93,0.36,5.63,5.67,68.99,1270.74,41.55,2.76,4.08,25.83
166878,Fountain Beverages (16 oz),Drinks,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166879,Fountain Beverages (20 oz),Drinks,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166880,Fountain Beverages (30 oz),Drinks,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166945,Black Beans,Veggie Cravings,0,0,42.52,50.88,11.88,1.32,0.13,0.0,0.45,0.75,0.0,140.28,7.25,3.81,0.47,2.5
166950,Hash Brown,Veggie Cravings,0,0,53.86,159.98,99.84,11.09,0.86,0.0,2.29,7.96,0.0,277.26,13.74,1.13,0.0,1.29
166958,Breakfast Crunchwrap,Breakfast (Regional),1,0,206.95,667.74,319.11,40.3,13.23,0.2,10.33,15.77,140.53,1303.32,52.07,3.77,2.71,20.65
166963,Burrito Supreme&reg;,Burritos,0,0,232.47,393.0,119.85,14.1,6.52,0.26,3.34,3.74,27.51,1164.48,51.09,7.45,3.96,15.68
166970,Fresco Soft Taco - Beef,Fresco Menu (OLD),0,0,99.22,158.12,54.84,6.2,2.69,0.17,1.07,2.17,16.73,460.02,18.51,2.68,1.45,7.26
166974,Quesadilla,Quesadillas,0,0,178.6,513.93,229.27,25.5,13.31,0.36,5.74,4.97,74.78,1250.09,41.16,2.95,3.38,26.39
166975,Soft Taco - Beef,INM Tacos,0,0,92.14,183.1,74.3,8.32,4.18,0.22,1.14,2.68,23.74,504.18,18.44,2.67,1.08,8.71
167044,Breakfast Beverages,Breakfast (Regional),1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167051,Cheesy Roll Up - Value Menu,Cravings Value Menu,0,0,56.7,179.27,77.59,8.63,5.54,0.17,1.06,1.49,22.25,431.52,16.91,1.06,1.3,8.48
167052,Cheesy Bean & Rice Burrito - Value Menu,Cravings Value Menu,0,0,181.44,421.26,143.89,16.62,4.27,0.01,6.94,4.83,3.94,941.62,54.9,5.61,3.29,9.48
167055,Spicy Potato Soft Taco - Value Menu,Cravings Value Menu,0,0,97.81,240.42,108.18,12.08,3.2,0.06,3.72,4.78,10.26,472.06,27.78,2.24,1.14,5.19
167115,Fresco Crunchy Taco - Beef,Fresco Menu (OLD),0,0,85.05,141.11,66.59,7.26,2.33,0.17,2.03,2.66,16.7,265.54,13.23,3.12,0.82,5.92
167116,Chili Cheese Burrito (regional),Burritos,0,0,153.09,376.29,150.44,16.79,9.26,0.4,2.55,4.2,38.93,971.0,41.05,3.82,2.13,15.24
167161,Fresco Bean Burrito,Fresco Menu (OLD),0,0,196.99,334.99,61.96,8.29,2.78,0.0,3.94,1.43,0.07,1040.25,53.82,8.5,3.48,11.43
167370,Cinnabon&reg; Delights&trade; (12 Pk - Serves 4) (V),Sides & Sweets,0,0,207.52,1007.38,612.41,68.05,22.14,0.0,10.38,35.49,39.01,433.86,87.95,4.77,51.92,10.79
167371,Cinnabon&reg; Delights&trade; (2 Pk) (V),Sides & Sweets,0,0,34.59,167.9,102.07,11.34,3.69,0.0,1.73,5.91,6.5,72.31,14.66,0.8,8.65,1.8
169300,Cinnabon&reg; Delights&trade; Coffee - Hot,Drinks,0,1,391.79,160.01,19.55,2.19,1.34,0.09,0.07,0.56,7.09,76.65,33.52,0.0,22.01,1.26
169301,Cinnabon&reg; Delights&trade; Coffee - Iced,Drinks,0,1,505.19,158.87,19.55,2.17,1.34,0.09,0.07,0.54,7.09,83.42,33.52,0.0,22.01,1.12
169302,Orange Juice,Drinks,0,1,294.6,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,0.5,28.0,2.0
195503,Mtn Dew&reg; Baja Blast Freeze&trade; (16 oz),Drinks,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195504,Mtn Dew&reg; Baja Blast Freeze&trade; (20 oz),Drinks,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198433,Cheesy Double Beef Burrito,Burritos,0,0,252.31,564.0,191.46,25.42,9.64,0.48,3.96,10.89,48.69,1345.11,63.28,6.87,3.4,20.52
200188,Triple Double Crunchwrap - Original,Test Items,0,0,334.43,701.14,267.33,29.62,9.21,0.39,9.02,10.3,38.36,1583.86,87.45,8.46,6.23,21.49
200189,Triple Double Crunchwrap - Spicy,Test Items,0,0,348.61,775.87,340.39,37.74,10.46,0.41,13.8,12.0,46.43,1654.24,87.7,8.51,6.37,21.66
205179,Nacho Crunch Double Stacked Taco,Test Items,0,0,133.24,317.6,123.28,15.51,5.08,0.22,3.74,6.25,24.11,611.33,34.22,4.38,1.78,10.38
208068,Chips and Green Chile Queso,Test Items,0,0,87.88,220.86,111.28,12.27,3.57,0.0,2.3,6.53,14.92,399.87,22.64,2.25,0.73,5.05
208069,Breakfast Quesadilla - Bacon,Breakfast (Regional),1,0,167.26,509.22,203.39,27.48,14.31,0.35,5.18,6.66,153.44,1263.36,40.25,2.52,3.21,25.23
208070,Breakfast Quesadilla - Sausage,Breakfast (Regional),1,0,167.26,509.0,212.95,28.54,14.72,0.35,5.3,7.19,148.1,1133.16,40.38,2.66,3.06,22.64
208071,Breakfast Quesadilla - Steak,Breakfast (Regional),1,0,189.94,505.52,182.58,25.17,13.58,0.35,4.57,5.64,158.77,1309.01,41.27,2.65,3.66,28.48
216297,Loaded Taco Burrito,Test Items,0,0,188.52,477.25,183.83,24.73,7.83,0.29,7.45,8.54,33.77,883.97,50.29,4.97,3.59,13.57
216629,Prosecco Sparkling Wine (350 mL),Cantina (INM Only),0,0,346.92,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.02,0.0,3.33,0.24
216630,Vodka (80 proof),Cantina (INM Only),0,0,28.35,65.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216631,Rum (80 proof),Cantina (INM Only),0,0,28.35,65.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216632,Tequila (80 proof),Cantina (INM Only),0,0,28.35,65.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216660,Mtn Dew&reg; Baja Blast Freeze&trade; (32 oz),LV Cantina (INM Only),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216671,Vodka (80 proof) - Single - LV,LV Cantina (INM Only),0,0,50.75,116.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216672,Vodka (80 proof) - Double - LV,LV Cantina (INM Only),0,0,106.6,245.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216673,Rum (80 proof) - Single - LV,LV Cantina (INM Only),0,0,50.75,116.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216674,Rum (80 proof) - Double - LV,LV Cantina (INM Only),0,0,106.6,245.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216675,Tequila (80 proof) - Single - LV,LV Cantina (INM Only),0,0,50.75,116.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216676,Tequila (80 proof) - Double - LV,LV Cantina (INM Only),0,0,106.6,245.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216677,Whiskey (80 proof) - Single - LV,LV Cantina (INM Only),0,0,50.75,116.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216678,Whiskey (80 proof) - Double - LV,LV Cantina (INM Only),0,0,106.6,245.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216679,Lowfat Milk - Federal (Regional),Drinks,0,1,198.45,84.97,17.86,1.98,1.25,0.06,0.08,0.58,10.08,97.66,10.08,0.0,9.47,6.71
216680,Lowfat Milk - CA (Regional),Drinks,0,1,198.45,103.77,17.86,1.98,1.25,0.06,0.08,0.58,10.76,128.04,12.88,0.0,12.11,8.57
216684,Red Wine (6.3 fl oz),Cantina (INM Only),0,0,185.22,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.83,0.0,1.15,0.13
216686,White Wine (6.3 fl oz),Cantina (INM Only),0,0,185.22,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.82,0.0,1.78,0.13
217837,Water,Drinks,0,1,355.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
242452,Stacker,Specialties,0,0,158.76,395.47,158.91,17.67,8.79,0.35,3.08,4.91,39.36,1073.28,42.42,3.77,2.9,16.7
244189,Sour Cream (1.2 oz),Side Portions - Hidden,0,0,28.35,36.71,21.93,2.44,1.56,0.09,0.09,0.56,7.46,26.27,2.88,0.09,1.09,0.81
244190,Guacamole (1.6 oz),Side Portions - Hidden,0,0,45.36,83.27,62.42,7.51,1.33,0.05,2.05,4.08,0.0,164.55,3.14,1.88,0.67,0.77
244191,Pico De Gallo 1.5 oz,JSON only,0,0,42.52,8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.52,1.89,0.91,1.22,0.13
244192,Nacho Cheese Sauce (1.4 oz),Side Portions - Hidden,0,0,39.69,57.04,40.08,4.14,0.46,0.0,1.24,2.25,0.75,211.05,4.33,0.17,0.91,0.62
244193,Jalapenos 0.75 oz,Side Portions - Hidden,0,0,21.26,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.9,1.25,1.04,0.21,0.32
244195,Creamy Jalapeno Sauce 1.5 oz,Side Portions - Hidden,0,0,42.52,229.42,173.43,19.15,4.58,0.04,9.2,4.33,10.49,163.72,2.71,0.7,1.38,0.93
244197,Spicy Ranch 1.5 oz,Side Portions - Hidden,0,0,42.52,214.83,203.24,22.58,3.67,0.07,13.04,4.79,20.58,193.91,2.04,0.16,1.25,0.85
244198,Avocado Ranch Sauce 1.5 oz,Side Portions - Hidden,0,0,42.52,235.27,222.7,24.74,3.87,0.06,14.16,5.57,18.78,273.72,2.35,0.36,1.01,0.78
252083,Green Apple Freeze&trade; (16 oz),Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252084,Green Apple Freeze&trade; (20 oz),Test Items,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258041,Red Sangria - LV,LV Cantina (INM Only),0,0,340.19,326.59,0.0,0.14,0.0,0.0,0.0,0.0,0.0,34.02,28.1,0.0,24.36,0.14
270740,Blue Moon Belgian White (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270741,Blue Point Big City Bells Pilsner (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270742,Blue Point Toasted Lager (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270744,Bud Light (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270745,Budweiser (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270746,Coors Light (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270747,Coors (Coors Banquet) (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270749,Corona Extra (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270750,Dos Equis Mexican Pale Ale (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270751,Firestone 805 (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270753,Heineken (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270754,Heineken Light (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270756,Kona Big Wave Golden Ale (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270757,Michelob Original Lager (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270758,Michelob Ultra (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270759,Miller Lite (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270760,Miller Genuine Draft (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270761,Miller High Life (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270762,Modelo Especial (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270763,Modelo Negra (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270764,Motorworks Intellectual Property IPA (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270765,Motorworks Pulp Fiction IPA (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270766,Newcastle Brown Ale (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270767,Road 2 Ruin Double IPA (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270768,Sea Hag IPA (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270769,Shock Top Belgian White (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270770,Stella Artois (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270771,Tecate Light (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270772,Tecate Original (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270773,Yuengling - Lager (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270774,Yuengling - Light Lager (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270775,Yuengling - Golden Pilsner (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270776,Yuengling - Black and Tan (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270777,Yuengling - Premium (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270778,Yuengling - Premium Light (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270779,Yuengling - Porter (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270780,Beer - General (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270782,Blue Moon Belgian White (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270783,Blue Point Big City Bells Pilsner (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270784,Blue Point Toasted Lager (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270786,Bud Light (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270787,Budweiser (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270788,Coors Light (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270789,Coors (Coors Banquet) (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270791,Corona Extra (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270792,Dos Equis Mexican Pale Ale (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270793,Firestone 805 (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270795,Heineken (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270796,Heineken Light (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
