canonical_product_id,product_code,base_name,size_variant,category,subcategory,is_breakfast,is_drink,us_active
23ff97fefb2e10e7,22490,power menu bowl veggie,,power-menu,Bowls,0,0,1
e4681e00fd4fe26b,30219,toasted breakfast burrito,,breakfast,Breakfast,1,0,1
96eb77ff3d1c8722,30220,breakfast quesadilla,,breakfast,Breakfast,1,0,1
9a01dcfd2513dab5,30221,breakfast crunchwrap,,breakfast,Breakfast,1,0,1
0a3e4bc5d6745269,23622,build your own luxe cravings,,best-sellers,Best sellers,0,0,1
931c283e31bae4bd,24965,cantina chicken quesadilla,,cantina-chicken-menu,Cantina chicken menu,0,0,1
60807401f591053d,24962,cantina chicken crispy taco,,cantina-chicken-menu,Cantina chicken menu,0,0,1
61a00a1413c1d834,24961,cantina chicken quesadilla,,cantina-chicken-menu,Cantina chicken menu,0,0,1
03c8a890e3770d51,24957,crispy chicken avocado ranch,,deals-and-combos,Combos,0,0,1
d0fa9f8751a77ed0,24958,crispy chicken strips 4pk,,deals-and-combos,Combos,0,0,1
24e076fb4284f869,24955,chicken quesadilla,,deals-and-combos,Combos,0,0,1
4b0d97901a98e46a,24952,2 chicken chalupas supreme,,deals-and-combos,Combos,0,0,1
cdd2616029a0f250,24956,crunchwrap supreme,,deals-and-combos,Combos,0,0,1
8607c260d5c3fdd2,24953,3 crunchy tacos,,deals-and-combos,Combos,0,0,1
31e06594890d5f7f,24954,3 crunchy tacos supreme,,deals-and-combos,Combos,0,0,1
dabffbf1e14c594b,24959,3 doritos locos tacos,,deals-and-combos,Combos,0,0,1
ee8294c57e8f21f0,24960,3 doritos locos tacos supreme,,deals-and-combos,Combos,0,0,1
ed6aca6c7b47d0f5,29014,creamy chipotle crispy chicken taco,,tacos,Tacos,0,0,1
22025bf698f81e24,29084,creamy chipotle crispy chicken burrito,,burritos,Burritos,0,0,1
85a0ceefbfa983aa,4505,spicy ranchero sauce,,sides-sweets,Sides & sweets,0,0,1
d374e3344d81337b,24545,nachos seasoned beef,,nachos,Nachos,0,0,1
659d95173ac58031,3689Main,energy refresca berry burst,,new,New,0,0,1
b15ed9e3c6876c33,3690Main,energy refresca electric punch,,new,New,0,0,1
1df17ee372312795,29054,spicy ranchero crispy chicken taco,,tacos,Tacos,0,0,1
eab6fc6048465bea,29055,spicy ranchero crispy chicken burrito,,burritos,Burritos,0,0,1
8d4885e01c3b05c0,26154,cantina chicken crispy taco meal,,cantina-chicken-menu,Cantina chicken menu,0,0,1
4f2d45d2fa98f86c,26155,cantina chicken burrito meal,,cantina-chicken-menu,Cantina chicken menu,0,0,1
9356a8def29af602,26153,cantina chicken quesadilla meal,,cantina-chicken-menu,Cantina chicken menu,0,0,1
6eda189fd30e05fc,26150,mexican pizza,,deals-and-combos,Combos,0,0,1
